"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
4900, 268.855681840107, 68.1077175536212, 10843.0014957596, 11824.1131899987, 25.2157461823115, 2.2831499878656, 233.114780406258
4901, 588.627636286606, 177.937072937315, 10843.0014957596, 11824.1131899987, 25.9254216401667, 5.47648036201184, 233.114780406258
4902, 7197.55634055146, 2659.92173049982, 10843.0014957596, 11824.1131899987, 105.350549002365, 329.39036479634, 233.114780406258
4903, 7250.13441694737, 2746.77679163882, 10843.0014957596, 11824.1131899987, 106.882559166486, 335.661201160671, 233.114780406258
4904, 8016.51690131697, 3179.38195790579, 10843.0014957596, 11824.1131899987, 129.364572819743, 425.603130934167, 233.114780406258
4905, 8344.71318400171, 3482.9455213263, 10843.0014957596, 11824.1131899987, 144.962429328916, 494.680345616416, 233.114780406258
4906, 8499.4691550046, 3696.76635047474, 10843.0014957596, 11824.1131899987, 157.588146118085, 551.533489178076, 233.114780406258
4907, 8688.82249731441, 3885.27856479506, 10843.0014957596, 11824.1131899987, 169.898101738296, 605.946026745838, 233.114780406258
4908, 8092.02905087055, 3697.80267341932, 10843.0014957596, 11824.1131899987, 158.247108246361, 561.859136673373, 233.114780406258
4909, 9047.0224226002, 4160.12813976475, 10843.0014957596, 11824.1131899987, 189.149471496091, 688.757185351761, 233.114780406258
4910, 9345.86084218961, 4260.27767990802, 10843.0014957596, 11824.1131899987, 195.868583033965, 714.503919260907, 233.114780406258
4911, 9572.06018656867, 4320.23521449733, 10843.0014957596, 11824.1131899987, 199.953226183891, 729.509613008503, 233.114780406258
4912, 9929.82649782977, 4348.03922107294, 10843.0014957596, 11824.1131899987, 202.291728368376, 732.978830133987, 233.114780406258
4913, 8932.26066637458, 3855.79773418276, 10843.0014957596, 11824.1131899987, 168.118921726532, 593.270306126459, 233.114780406258
4914, 7815.7496536446, 3207.12845762527, 10843.0014957596, 11824.1131899987, 128.535308105752, 427.59342224964, 233.114780406258
4915, 7913.72154911234, 3102.0627701184, 10843.0014957596, 11824.1131899987, 125.287800573837, 409.830816462132, 233.114780406258
4916, 7551.98771931654, 2834.68497766177, 10843.0014957596, 11824.1131899987, 113.497013973417, 360.187235277712, 233.114780406258
4917, 7648.96200194154, 2840.95915324932, 10843.0014957596, 11824.1131899987, 115.174679291813, 366.177920298576, 233.114780406258
4918, 198.374090715945, 42.7814618507758, 10843.0014957596, 11824.1131899987, 25.1291102902708, 1.9881192780257, 233.114780406258
4919, 3924.31355184714, 1368.39760679806, 10843.0014957596, 11824.1131899987, 49.0614646134548, 101.737014704751, 233.114780406258
4920, 1006.3788453067, 314.696819875931, 10843.0014957596, 11824.1131899987, 26.5108668423793, 8.0582607974907, 233.114780406258
4921, 1811.68332736954, 605.270783907393, 10843.0014957596, 11824.1131899987, 31.997356115591, 31.5841205311923, 233.114780406258
4922, 2513.75455306375, 852.151304683274, 10843.0014957596, 11824.1131899987, 36.2138928843527, 49.487224341695, 233.114780406258
4923, 1125.20449285999, 356.271544499131, 10843.0014957596, 11824.1131899987, 27.2151432322416, 11.1649783674393, 233.114780406258
4924, 2634.76450249739, 894.004440738121, 10843.0014957596, 11824.1131899987, 36.6547136416778, 50.480475992503, 233.114780406258
4925, 1347.47018586394, 435.756191165548, 10843.0014957596, 11824.1131899987, 28.1127046122655, 15.38458882485, 233.114780406258
4926, 7200.99961166463, 2662.05913948877, 10843.0014957596, 11824.1131899987, 105.411723212012, 330.03505457793, 233.114780406258
4927, 7239.16416043795, 2743.55516151106, 10843.0014957596, 11824.1131899987, 106.705967609391, 334.709959185799, 233.114780406258
4928, 9073.43470501833, 3626.59143893231, 10843.0014957596, 11824.1131899987, 158.223528616416, 542.350208719044, 233.114780406258
4929, 9459.49557712709, 3923.15895870878, 10843.0014957596, 11824.1131899987, 175.086367943339, 614.933395647085, 233.114780406258
4930, 9633.84743108263, 4122.32338017065, 10843.0014957596, 11824.1131899987, 187.009148608912, 668.00749109287, 233.114780406258
4931, 9666.58283224462, 4293.23178485907, 10843.0014957596, 11824.1131899987, 197.964227249392, 719.275937689272, 233.114780406258
4932, 8927.01968074501, 4051.24380048863, 10843.0014957596, 11824.1131899987, 181.16018004524, 655.205583419349, 233.114780406258
4933, 9809.84177498088, 4501.56046826833, 10843.0014957596, 11824.1131899987, 213.188635792193, 787.521743963495, 233.114780406258
4934, 9994.44442784873, 4575.03004824525, 10843.0014957596, 11824.1131899987, 218.568415824722, 808.703199914238, 233.114780406258
4935, 10314.3683954145, 4615.70138060257, 10843.0014957596, 11824.1131899987, 221.67086654257, 816.226767165587, 233.114780406258
4936, 10448.3031141429, 4624.96667798651, 10843.0014957596, 11824.1131899987, 222.700317528097, 818.039236844336, 233.114780406258
4937, 9575.95906099591, 4090.71352810927, 10843.0014957596, 11824.1131899987, 184.812425708967, 659.107871465808, 233.114780406258
4938, 8314.22059782498, 3395.37567223351, 10843.0014957596, 11824.1131899987, 140.561543329423, 475.627817324984, 233.114780406258
4939, 8340.00254805712, 3265.63844744099, 10843.0014957596, 11824.1131899987, 135.998762402798, 452.619982847118, 233.114780406258
4940, 7826.71398968898, 2945.40412009238, 10843.0014957596, 11824.1131899987, 120.265481847545, 387.361185896628, 233.114780406258
4941, 8031.67515154399, 3002.2295375419, 10843.0014957596, 11824.1131899987, 125.228700174147, 406.116979564293, 233.114780406258
4942, 242.058728469214, 57.3526229789338, 10843.0014957596, 11824.1131899987, 25.1789067132679, 2.21110393680409, 233.114780406258
4943, 4568.20757261156, 1609.2846947155, 10843.0014957596, 11824.1131899987, 57.8891391984848, 138.643308963731, 233.114780406258
4944, 405.513287352314, 118.445236907872, 10843.0014957596, 11824.1131899987, 25.4716477541427, 3.19131606170016, 233.114780406258
4945, 3553.36199641255, 1223.70153413114, 10843.0014957596, 11824.1131899987, 44.5435737791133, 85.2309134261355, 233.114780406258
4946, 1583.12761807975, 524.629080554072, 10843.0014957596, 11824.1131899987, 29.8957080243281, 21.8692102765573, 233.114780406258
4947, 1731.58089811798, 572.762596733044, 10843.0014957596, 11824.1131899987, 31.0669277765781, 28.2813358056561, 233.114780406258
4948, 1574.28941777671, 517.815849872802, 10843.0014957596, 11824.1131899987, 29.6655398094462, 21.9266990188233, 233.114780406258
4949, 1955.94704677011, 650.414706921944, 10843.0014957596, 11824.1131899987, 31.5899782943615, 29.3160495292411, 233.114780406258
4950, 6871.30974201305, 2524.75019886579, 10843.0014957596, 11824.1131899987, 98.0029226978336, 299.375857840187, 233.114780406258
4951, 7299.33370030091, 2755.48421193304, 10843.0014957596, 11824.1131899987, 107.900727274878, 339.180529719603, 233.114780406258
4952, 8925.10113060328, 3559.34294236727, 10843.0014957596, 11824.1131899987, 153.938530812626, 525.847699453139, 233.114780406258
4953, 8947.24670910623, 3710.5228425095, 10843.0014957596, 11824.1131899987, 160.607254030416, 557.917388158738, 233.114780406258
4954, 9231.90239944587, 3949.78448740573, 10843.0014957596, 11824.1131899987, 175.193756079253, 621.073792577466, 233.114780406258
4955, 9659.54689019942, 4248.56764009426, 10843.0014957596, 11824.1131899987, 195.02995812896, 705.959748787355, 233.114780406258
4956, 9147.53358949783, 4060.16162432784, 10843.0014957596, 11824.1131899987, 181.475493382099, 653.013995372482, 233.114780406258
4957, 9997.34769212081, 4509.87939490384, 10843.0014957596, 11824.1131899987, 213.567009830078, 785.969441411729, 233.114780406258
4958, 10112.5798722111, 4546.22201597296, 10843.0014957596, 11824.1131899987, 216.336295699427, 796.266467783881, 233.114780406258
4959, 10178.4082235909, 4466.06838625338, 10843.0014957596, 11824.1131899987, 211.090255352851, 769.951255038532, 233.114780406258
4960, 10254.8986844392, 4396.20577185684, 10843.0014957596, 11824.1131899987, 207.186310700992, 749.683646725975, 233.114780406258
4961, 9245.78268985703, 3862.35154948937, 10843.0014957596, 11824.1131899987, 170.24775883051, 597.711969292037, 233.114780406258
4962, 8141.58849364309, 3281.62043798124, 10843.0014957596, 11824.1131899987, 134.302725770733, 449.567647118232, 233.114780406258
4963, 8341.66126386992, 3251.22288578438, 10843.0014957596, 11824.1131899987, 135.625667464317, 450.984491268686, 233.114780406258
4964, 7907.35455285849, 2973.29780104953, 10843.0014957596, 11824.1131899987, 122.111874090905, 394.95258103719, 233.114780406258
4965, 7865.82576088826, 2930.50543328439, 10843.0014957596, 11824.1131899987, 120.430021218226, 387.726618243334, 233.114780406258
4966, 184.167614043739, 38.0749470334159, 10843.0014957596, 11824.1131899987, 25.1206447070381, 1.94408265470391, 233.114780406258
4967, 4770.64805737671, 1686.85545439343, 10843.0014957596, 11824.1131899987, 60.7869156442478, 150.141516587271, 233.114780406258
4968, 264.805476776296, 69.2065223686562, 10843.0014957596, 11824.1131899987, 25.1413157922645, 1.86997774445018, 233.114780406258
4969, 3515.87671895485, 1213.10263914345, 10843.0014957596, 11824.1131899987, 44.5420871533141, 85.9168786228494, 233.114780406258
4970, 1351.68107546154, 440.948929819641, 10843.0014957596, 11824.1131899987, 28.5031153818506, 16.1624136453194, 233.114780406258
4971, 2615.22719080107, 887.488503739492, 10843.0014957596, 11824.1131899987, 36.9871952441527, 52.3049975161109, 233.114780406258
4972, 1957.72024765011, 652.218250446696, 10843.0014957596, 11824.1131899987, 32.0465992875003, 30.9918529052709, 233.114780406258
4973, 1986.85023397125, 661.397817240454, 10843.0014957596, 11824.1131899987, 31.6381735095405, 29.9649511191014, 233.114780406258
4974, 6981.87952133921, 2568.25139630655, 10843.0014957596, 11824.1131899987, 101.169906260543, 310.130092093942, 233.114780406258
4975, 7310.14659766655, 2752.95123257554, 10843.0014957596, 11824.1131899987, 108.029235273295, 339.592451400141, 233.114780406258
4976, 8902.67938967729, 3529.85858242977, 10843.0014957596, 11824.1131899987, 152.543196548105, 519.789815983122, 233.114780406258
4977, 8962.67321758691, 3679.82110496475, 10843.0014957596, 11824.1131899987, 159.281097230562, 551.272335144081, 233.114780406258
4978, 8973.69276949962, 3833.99927579582, 10843.0014957596, 11824.1131899987, 167.319473958193, 589.564198839641, 233.114780406258
4979, 9172.0286420306, 3967.2572724947, 10843.0014957596, 11824.1131899987, 175.910438684681, 626.111625062513, 233.114780406258
4980, 8530.47013108189, 3765.47231071625, 10843.0014957596, 11824.1131899987, 162.048283934417, 573.327073682698, 233.114780406258
4981, 9453.58526527206, 4266.66478677073, 10843.0014957596, 11824.1131899987, 196.19282197059, 715.81884850672, 233.114780406258
4982, 9872.81107648944, 4425.2063121713, 10843.0014957596, 11824.1131899987, 207.463100125439, 759.948297542322, 233.114780406258
4983, 10064.1155158363, 4449.07325364132, 10843.0014957596, 11824.1131899987, 209.494526320141, 765.258998530915, 233.114780406258
4984, 10024.658448756, 4309.39860089632, 10843.0014957596, 11824.1131899987, 200.493227638758, 723.747048621935, 233.114780406258
4985, 9063.00919622315, 3799.52624172663, 10843.0014957596, 11824.1131899987, 165.688150314156, 580.198416098812, 233.114780406258
4986, 8054.26286289401, 3263.36092000715, 10843.0014957596, 11824.1131899987, 132.793940459635, 444.203745961427, 233.114780406258
4987, 8296.65370318698, 3237.49687784103, 10843.0014957596, 11824.1131899987, 134.585058772904, 447.004343539762, 233.114780406258
4988, 7872.2834209814, 2961.53847768961, 10843.0014957596, 11824.1131899987, 121.358120658618, 391.934776882727, 233.114780406258
4989, 7841.92095496479, 2919.32468177563, 10843.0014957596, 11824.1131899987, 119.81246244196, 385.123515177196, 233.114780406258
4990, 303.805105341844, 77.9846244062962, 10843.0014957596, 11824.1131899987, 25.2466694046117, 2.57679572179635, 233.114780406258
4991, 4513.73370644758, 1587.92558035328, 10843.0014957596, 11824.1131899987, 57.185236930781, 136.363146300672, 233.114780406258
4992, 904.014347994911, 289.170715747294, 10843.0014957596, 11824.1131899987, 26.8425139270987, 9.74645752783076, 233.114780406258
4993, 2518.99591674757, 850.533242761918, 10843.0014957596, 11824.1131899987, 36.3235877428346, 49.0370670558407, 233.114780406258
4994, 2139.36158164691, 722.838139375844, 10843.0014957596, 11824.1131899987, 34.0866557109034, 39.3791252933446, 233.114780406258
4995, 1954.7162461241, 650.991586933151, 10843.0014957596, 11824.1131899987, 32.4084562490653, 34.472119038008, 233.114780406258
4996, 2277.00226962419, 774.548336366186, 10843.0014957596, 11824.1131899987, 35.5482587474506, 45.4801349469139, 233.114780406258
4997, 2513.92249201589, 848.430130680263, 10843.0014957596, 11824.1131899987, 35.8771156323353, 49.4525560701917, 233.114780406258
4998, 6976.74886545618, 2571.59077433963, 10843.0014957596, 11824.1131899987, 100.325286129061, 311.646278434152, 233.114780406258
4999, 7287.70163638619, 2752.34805105134, 10843.0014957596, 11824.1131899987, 107.664910862676, 338.360574878985, 233.114780406258
5000, 8843.53667772951, 3526.63809637465, 10843.0014957596, 11824.1131899987, 151.626924180634, 516.927412108128, 233.114780406258
5001, 8907.04200554603, 3657.81063127384, 10843.0014957596, 11824.1131899987, 157.758188327934, 545.236443561179, 233.114780406258
5002, 9103.17302870737, 3868.23426478504, 10843.0014957596, 11824.1131899987, 169.793436620094, 598.591449950724, 233.114780406258
5003, 9146.65602467179, 4016.55538885567, 10843.0014957596, 11824.1131899987, 178.907526295039, 640.815048455607, 233.114780406258
5004, 8660.89411425986, 3865.63130292192, 10843.0014957596, 11824.1131899987, 168.515061479022, 601.467629282488, 233.114780406258
5005, 9704.68891237171, 4341.43581539178, 10843.0014957596, 11824.1131899987, 201.262551970682, 734.732609563402, 233.114780406258
5006, 9889.52322472683, 4426.47337688424, 10843.0014957596, 11824.1131899987, 207.462277030497, 759.677412513894, 233.114780406258
5007, 10082.2244962442, 4478.7253504098, 10843.0014957596, 11824.1131899987, 211.515863636009, 774.325382142947, 233.114780406258
5008, 10124.1956118402, 4470.06711747546, 10843.0014957596, 11824.1131899987, 211.087532001282, 771.461855948513, 233.114780406258
5009, 9152.38642960526, 3901.57113290297, 10843.0014957596, 11824.1131899987, 171.72337377411, 606.886333125916, 233.114780406258
5010, 8046.22364207594, 3274.69310450805, 10843.0014957596, 11824.1131899987, 133.219454410795, 446.357045130779, 233.114780406258
5011, 8288.89676672974, 3239.14071528192, 10843.0014957596, 11824.1131899987, 134.49376151432, 446.806182262411, 233.114780406258
5012, 7882.83125603666, 2964.99218773057, 10843.0014957596, 11824.1131899987, 121.604586423377, 392.884305581996, 233.114780406258
5013, 7836.77242215135, 2918.25025413354, 10843.0014957596, 11824.1131899987, 119.744142516346, 384.850681148992, 233.114780406258
5014, 190.392492147718, 40.132840807462, 10843.0014957596, 11824.1131899987, 25.1230504690526, 1.95733754168837, 233.114780406258
5015, 4845.63840562116, 1716.37631217095, 10843.0014957596, 11824.1131899987, 62.0898780174845, 155.417006787291, 233.114780406258
5016, 445.238508759166, 129.933685181563, 10843.0014957596, 11824.1131899987, 25.304862783138, 2.5961758974706, 233.114780406258
5017, 2307.20093566289, 776.922535905873, 10843.0014957596, 11824.1131899987, 35.0519903654452, 43.9001629604441, 233.114780406258
5018, 1696.98791996678, 560.306586124458, 10843.0014957596, 11824.1131899987, 29.82141889166, 22.9003088693002, 233.114780406258
5019, 2358.08500832091, 794.859645644564, 10843.0014957596, 11824.1131899987, 35.5024748941433, 46.1037794159443, 233.114780406258
5020, 1183.61587540253, 381.744985514611, 10843.0014957596, 11824.1131899987, 27.2454876035654, 10.8463560345015, 233.114780406258
5021, 2422.52446726704, 813.217555523675, 10843.0014957596, 11824.1131899987, 34.8231355197466, 42.842734863895, 233.114780406258
5022, 6743.18287016206, 2468.94263967384, 10843.0014957596, 11824.1131899987, 94.7482315355253, 284.649392858224, 233.114780406258
5023, 5216.92369189818, 1918.91368395447, 10843.0014957596, 11824.1131899987, 68.1710601550423, 180.633268158549, 233.114780406258
5024, 7162.41997372585, 2825.44474677811, 10843.0014957596, 11824.1131899987, 108.273417140539, 344.051149958514, 233.114780406258
5025, 6793.93240567526, 2826.23905790536, 10843.0014957596, 11824.1131899987, 106.393217686396, 341.36605323756, 233.114780406258
5026, 6510.54187867976, 2836.0895366561, 10843.0014957596, 11824.1131899987, 107.023595057382, 348.053270427885, 233.114780406258
5027, 6582.8467387651, 2951.02149199101, 10843.0014957596, 11824.1131899987, 113.73933587332, 378.260183014964, 233.114780406258
5028, 6385.12215292398, 2984.98131904854, 10843.0014957596, 11824.1131899987, 117.316921466584, 397.000135237351, 233.114780406258
5029, 6431.56433439964, 3033.34160475709, 10843.0014957596, 11824.1131899987, 120.359696689075, 410.50933633302, 233.114780406258
5030, 5907.48526379764, 2772.50664136738, 10843.0014957596, 11824.1131899987, 106.197546041089, 351.745328514108, 233.114780406258
5031, 6101.00891002791, 2809.98371973683, 10843.0014957596, 11824.1131899987, 107.114979350581, 354.247805372986, 233.114780406258
5032, 6184.56752294164, 2742.16825261902, 10843.0014957596, 11824.1131899987, 102.326817178831, 331.118308894932, 233.114780406258
5033, 6906.88097293012, 2919.89966813311, 10843.0014957596, 11824.1131899987, 111.665181132525, 364.839077995988, 233.114780406258
5034, -457.258886836333, 52.3383330048872, 10843.0014957596, 11824.1131899987, 29.1506839879918, 19.0462840554346, 233.114780406258
5035, 6344.6368788659, 2413.86041550126, 10843.0014957596, 11824.1131899987, 87.6987997976451, 265.808590386036, 233.114780406258
5036, 136.907571107137, 44.6817689798493, 10843.0014957596, 11824.1131899987, 25.164564905743, 2.12490312328337, 233.114780406258
5037, 495.757260365599, 146.037497402179, 10843.0014957596, 11824.1131899987, 25.6365423881399, 4.12205890021738, 233.114780406258
5038, 770.547281455681, 236.93316597364, 10843.0014957596, 11824.1131899987, 26.3762911908002, 7.61028318982854, 233.114780406258
5039, 755.02875052122, 234.411327187511, 10843.0014957596, 11824.1131899987, 26.3495210693598, 7.54554377641162, 233.114780406258
5040, 724.770797882508, 222.527676979066, 10843.0014957596, 11824.1131899987, 26.0251189773152, 5.92317336621254, 233.114780406258
5041, 630.546159576184, 188.844510064807, 10843.0014957596, 11824.1131899987, 25.7307108637225, 4.76188268222496, 233.114780406258
5042, 768.720392568827, 238.804403736942, 10843.0014957596, 11824.1131899987, 26.4313543777601, 7.7154839696349, 233.114780406258
5043, 1109.66623546897, 354.968669654352, 10843.0014957596, 11824.1131899987, 27.4648547669389, 12.5804925811914, 233.114780406258
5044, 536.134222686493, 156.846370897089, 10843.0014957596, 11824.1131899987, 25.5802004990819, 3.9411346129043, 233.114780406258
5045, 542.99930669546, 159.009717290823, 10843.0014957596, 11824.1131899987, 25.5359116089495, 3.89167397319886, 233.114780406258
5046, 1017.79034402768, 322.973208964449, 10843.0014957596, 11824.1131899987, 26.9410040195706, 10.0911302844959, 233.114780406258
5047, 832.6898278674, 308.646471812868, 10843.0014957596, 11824.1131899987, 26.6990947148124, 8.91122696977762, 233.114780406258
5048, 400.303371651704, 268.428818997664, 10843.0014957596, 11824.1131899987, 27.676053719467, 13.5723413417509, 233.114780406258
5049, -424.803162558302, 99.589676532723, 10843.0014957596, 11824.1131899987, 30.2248388502753, 23.9270078309873, 233.114780406258
5050, 2.15563561985187, 365.274292293113, 10843.0014957596, 11824.1131899987, 35.5283065451698, 48.0485477238236, 233.114780406258
5051, 765.532943626306, 753.196595795976, 10843.0014957596, 11824.1131899987, 43.2207022313596, 83.8023036747345, 233.114780406258
5052, 13.4419149365281, 551.953744168331, 10843.0014957596, 11824.1131899987, 45.3179301428673, 91.4683652439644, 233.114780406258
5053, 533.275796878614, 715.276537571847, 10843.0014957596, 11824.1131899987, 45.0345677050542, 91.5774528560149, 233.114780406258
5054, 4673.69718452103, 2253.99337513934, 10843.0014957596, 11824.1131899987, 82.5794231791677, 256.574357592656, 233.114780406258
5055, 4260.45363107397, 2018.18461454704, 10843.0014957596, 11824.1131899987, 73.0531510728034, 212.963261391835, 233.114780406258
5056, 4255.30261789117, 1945.30866338633, 10843.0014957596, 11824.1131899987, 68.586909428084, 193.122203623654, 233.114780406258
5057, 4104.24002976023, 1773.60307954261, 10843.0014957596, 11824.1131899987, 60.9840918740536, 153.676088242106, 233.114780406258
5058, 5406.95665627329, 2145.7466011955, 10843.0014957596, 11824.1131899987, 72.8398962172717, 208.68335152926, 233.114780406258
5059, 5730.19190575368, 2178.4730899629, 10843.0014957596, 11824.1131899987, 77.8495125790675, 222.420620651407, 233.114780406258
5060, 161.647257184474, 52.8288578370558, 10843.0014957596, 11824.1131899987, 25.111510928638, 1.77142312755555, 233.114780406258
5061, 195.543965400433, 43.4958899026528, 10843.0014957596, 11824.1131899987, 25.0851847730297, 1.69210448886522, 233.114780406258
5062, 198.507451674522, 44.0480924148217, 10843.0014957596, 11824.1131899987, 25.0951089663229, 1.75657107781332, 233.114780406258
5063, 204.148163878869, 47.3713376712207, 10843.0014957596, 11824.1131899987, 25.0767773702768, 1.60942591918946, 233.114780406258
5064, 246.541297198475, 60.1700170028829, 10843.0014957596, 11824.1131899987, 25.1471803268538, 1.97504414397952, 233.114780406258
5065, 1243.40872277368, 403.75001057437, 10843.0014957596, 11824.1131899987, 28.2333531710483, 15.0397431608514, 233.114780406258
5066, 1051.7191193032, 332.944744850077, 10843.0014957596, 11824.1131899987, 26.8012993402116, 9.24951409875614, 233.114780406258
5067, 607.181607805541, 180.308862554902, 10843.0014957596, 11824.1131899987, 25.6516793885673, 4.49649331275496, 233.114780406258
5068, 515.275310493816, 154.113436059233, 10843.0014957596, 11824.1131899987, 25.7088286759293, 4.25815670888005, 233.114780406258
5069, 1377.18251110412, 448.400013116038, 10843.0014957596, 11824.1131899987, 28.8962605421115, 18.4456917887751, 233.114780406258
5070, 7260.01375051525, 2681.12650710369, 10843.0014957596, 11824.1131899987, 105.83603633881, 330.983424565766, 233.114780406258
5071, 7256.77369100833, 2739.37758637349, 10843.0014957596, 11824.1131899987, 106.899092182684, 335.516935635137, 233.114780406258
5072, 8226.1103411624, 3243.97500861354, 10843.0014957596, 11824.1131899987, 133.85630358016, 443.848041844057, 233.114780406258
5073, 8831.97944170519, 3609.60480213031, 10843.0014957596, 11824.1131899987, 154.471538496257, 530.508354272042, 233.114780406258
5074, 9140.53665904036, 3884.24722181822, 10843.0014957596, 11824.1131899987, 170.483446185621, 600.509202513643, 233.114780406258
5075, 9305.53514094774, 4125.23229417511, 10843.0014957596, 11824.1131899987, 186.000580369912, 670.05549758626, 233.114780406258
5076, 8665.84873095461, 3930.62581854532, 10843.0014957596, 11824.1131899987, 172.956443519096, 621.186798904698, 233.114780406258
5077, 9559.68168731802, 4363.44543750106, 10843.0014957596, 11824.1131899987, 202.985602911662, 744.400408022053, 233.114780406258
5078, 9756.8583453437, 4416.65983194516, 10843.0014957596, 11824.1131899987, 206.739330754565, 757.814407940204, 233.114780406258
5079, 9901.04620970872, 4442.37183561884, 10843.0014957596, 11824.1131899987, 208.699760273774, 763.842317241909, 233.114780406258
5080, 10177.6356711071, 4433.45430857721, 10843.0014957596, 11824.1131899987, 208.737090826447, 758.24837756894, 233.114780406258
5081, 9335.3252703335, 3931.01179338841, 10843.0014957596, 11824.1131899987, 174.247966536761, 614.069878839078, 233.114780406258
5082, 8132.73230614242, 3283.63286941302, 10843.0014957596, 11824.1131899987, 134.169580021368, 448.46984357625, 233.114780406258
5083, 8144.77196670296, 3170.46294017466, 10843.0014957596, 11824.1131899987, 130.399342052784, 429.559856523532, 233.114780406258
5084, 7675.70243416839, 2875.54402208942, 10843.0014957596, 11824.1131899987, 116.370866675135, 371.427513144498, 233.114780406258
5085, 7864.51526554425, 2934.60994380864, 10843.0014957596, 11824.1131899987, 121.169789217813, 389.429981879402, 233.114780406258
5086, 198.233009885103, 42.7388257309797, 10843.0014957596, 11824.1131899987, 25.1289956899938, 1.98755403800269, 233.114780406258
5087, 4653.8158882748, 1641.77107906934, 10843.0014957596, 11824.1131899987, 58.8400901277606, 142.081241927166, 233.114780406258
5088, 346.375370152738, 98.1843398893856, 10843.0014957596, 11824.1131899987, 25.4500828411987, 3.11299169259275, 233.114780406258
5089, 2705.03946584128, 922.012179310544, 10843.0014957596, 11824.1131899987, 37.991230719282, 55.7021830345422, 233.114780406258
5090, 1552.8763310235, 507.276042697785, 10843.0014957596, 11824.1131899987, 28.9960945285931, 18.6962120243518, 233.114780406258
5091, 717.437961607422, 218.183614919231, 10843.0014957596, 11824.1131899987, 26.0263151549435, 6.00173856754897, 233.114780406258
5092, 3174.93449317447, 1091.20610443574, 10843.0014957596, 11824.1131899987, 40.9804175678695, 70.6689171461604, 233.114780406258
5093, 1837.99875959699, 613.298200920792, 10843.0014957596, 11824.1131899987, 33.019476380779, 35.3757975531393, 233.114780406258
5094, 7072.30093966644, 2605.55432220215, 10843.0014957596, 11824.1131899987, 102.127850889444, 315.073049688821, 233.114780406258
5095, 7265.62584531618, 2745.82149170617, 10843.0014957596, 11824.1131899987, 107.167236795266, 336.351233814488, 233.114780406258
5096, 8776.65601961911, 3508.14671174293, 10843.0014957596, 11824.1131899987, 150.045382735484, 510.49636181287, 233.114780406258
5097, 8818.91934448188, 3696.04541095259, 10843.0014957596, 11824.1131899987, 158.894948067343, 552.489440152519, 233.114780406258
5098, 9157.69004663275, 4013.28649563916, 10843.0014957596, 11824.1131899987, 178.736272351239, 639.322648244581, 233.114780406258
5099, 9489.21887731798, 4281.46381566357, 10843.0014957596, 11824.1131899987, 197.131792353944, 719.222576351856, 233.114780406258
5100, 8852.68069703262, 4068.26970375843, 10843.0014957596, 11824.1131899987, 182.643259832103, 663.652195251719, 233.114780406258
5101, 9871.22143803924, 4531.0183143003, 10843.0014957596, 11824.1131899987, 215.358842778917, 796.163779990492, 233.114780406258
5102, 10024.2273778836, 4600.33430690884, 10843.0014957596, 11824.1131899987, 220.49429050839, 816.884822372279, 233.114780406258
5103, 10270.1495244877, 4621.73336809087, 10843.0014957596, 11824.1131899987, 222.015456054422, 819.072715983036, 233.114780406258
5104, 10563.476247443, 4625.32690123764, 10843.0014957596, 11824.1131899987, 223.129946757784, 817.50291001204, 233.114780406258
5105, 9638.32915040894, 4094.1043393996, 10843.0014957596, 11824.1131899987, 185.33913006149, 660.328604739397, 233.114780406258
5106, 8367.35204556149, 3406.52234322197, 10843.0014957596, 11824.1131899987, 141.474358637919, 478.970575327217, 233.114780406258
5107, 8378.70028003521, 3276.89812152829, 10843.0014957596, 11824.1131899987, 136.875999381291, 456.067981536691, 233.114780406258
5108, 7871.25567321779, 2956.72697224451, 10843.0014957596, 11824.1131899987, 121.286187998502, 391.29483211039, 233.114780406258
5109, 8075.28582097726, 3022.81909235411, 10843.0014957596, 11824.1131899987, 126.615392647219, 411.351423008594, 233.114780406258
5110, 235.251901226556, 55.1013878365729, 10843.0014957596, 11824.1131899987, 25.1751363198382, 2.19491888697112, 233.114780406258
5111, 4450.40598625869, 1567.42916586416, 10843.0014957596, 11824.1131899987, 56.64757780648, 132.586383210059, 233.114780406258
5112, 439.082831039729, 127.279537751262, 10843.0014957596, 11824.1131899987, 25.5696806900248, 3.7496180307947, 233.114780406258
5113, 3138.04962298792, 1076.8552373965, 10843.0014957596, 11824.1131899987, 41.879973328877, 72.7988772167923, 233.114780406258
5114, 1817.57586963757, 603.132544593536, 10843.0014957596, 11824.1131899987, 30.2988769781772, 24.506397471121, 233.114780406258
5115, 1967.31847493132, 651.168850442086, 10843.0014957596, 11824.1131899987, 31.3706723892876, 29.5092866511498, 233.114780406258
5116, 1033.34467142574, 329.80616014631, 10843.0014957596, 11824.1131899987, 26.8554888607429, 9.44993347896465, 233.114780406258
5117, 2974.57511036965, 1015.69356794132, 10843.0014957596, 11824.1131899987, 40.0490446790134, 65.0574597825782, 233.114780406258
5118, 6923.11825922014, 2553.98739903171, 10843.0014957596, 11824.1131899987, 101.504716975281, 312.020177555865, 233.114780406258
5119, 7308.47406131028, 2756.76393690202, 10843.0014957596, 11824.1131899987, 108.053655676391, 339.75846586537, 233.114780406258
