hour, t(sec), P1 (kW), Q1 (kvar)
4056, 0.00000, 193.171, 42.9281
4057, 0.00000, 249.288, 65.2621
4058, 0.00000, 201.138, 45.5929
4059, 0.00000, 170.447, 38.3258
4060, 0.00000, 396.264, 111.81
4061, 0.00000, 634.245, 195.856
4062, 0.00000, 6249.17, 2289.45
4063, 0.00000, 7163.47, 2729
4064, 0.00000, 7633.62, 3050.42
4065, 0.00000, 7619.38, 3163.72
4066, 0.00000, 7616.04, 3332.51
4067, 0.00000, 7995.66, 3584.07
4068, 0.00000, 7697.43, 3496.95
4069, 0.00000, 8493.94, 3860.45
4070, 0.00000, 9011.09, 4021.33
4071, 0.00000, 9092.17, 4090.49
4072, 0.00000, 9360.7, 4112.3
4073, 0.00000, 8651.08, 3680.64
4074, 0.00000, 7647.91, 3113.73
4075, 0.00000, 7800.08, 3055.17
4076, 0.00000, 7501.33, 2821.9
4077, 0.00000, 7500.15, 2779.28
4078, 0.00000, 177.486, 35.8586
4079, 0.00000, 3257.65, 1117.38
4080, 0.00000, 1378.74, 449.357
4081, 0.00000, 535.658, 157.793
4082, 0.00000, 3691.98, 1281.51
4083, 0.00000, 975.953, 306.977
4084, 0.00000, 2294.33, 773.3
4085, 0.00000, 1466.44, 476.761
4086, 0.00000, 7242.79, 2683.79
4087, 0.00000, 7171.33, 2736.42
4088, 0.00000, 8962.73, 3606.02
4089, 0.00000, 9384.74, 3920.45
4090, 0.00000, 9605.24, 4151.03
4091, 0.00000, 9806.63, 4363.11
4092, 0.00000, 9136.48, 4145.51
4093, 0.00000, 10021.9, 4602.47
4094, 0.00000, 10149.3, 4650.09
4095, 0.00000, 10285.1, 4645.3
4096, 0.00000, 10424.2, 4606.94
4097, 0.00000, 9521.9, 4072.91
4098, 0.00000, 8364.91, 3397.95
4099, 0.00000, 8326.26, 3266.55
4100, 0.00000, 7784.72, 2939.86
4101, 0.00000, 8144.95, 3053.07
4102, 0.00000, 237.214, 55.7545
4103, 0.00000, 4487.32, 1580.83
4104, 0.00000, 508.134, 150.37
4105, 0.00000, 2715.93, 924.128
4106, 0.00000, 2107.26, 715.557
4107, 0.00000, 1720.3, 573.289
4108, 0.00000, 1882.94, 625.648
4109, 0.00000, 2786.21, 957.006
4110, 0.00000, 7102.98, 2621.32
4111, 0.00000, 7289.1, 2768.43
4112, 0.00000, 9434.61, 3799.28
4113, 0.00000, 9843.86, 4104.35
4114, 0.00000, 10012, 4313.41
4115, 0.00000, 10213.4, 4482.58
4116, 0.00000, 9387.31, 4188.01
4117, 0.00000, 10194.7, 4647.97
4118, 0.00000, 10491.7, 4700.41
4119, 0.00000, 10651.9, 4712.19
4120, 0.00000, 10843, 4715.82
4121, 0.00000, 9784.96, 4177.94
4122, 0.00000, 8543.71, 3473.08
4123, 0.00000, 8480.88, 3324.38
4124, 0.00000, 7882.35, 2974.8
4125, 0.00000, 8071.72, 3022.16
4126, 0.00000, 264.404, 64.9749
4127, 0.00000, 4556.61, 1608.19
4128, 0.00000, 793.228, 248.435
4129, 0.00000, 2847.13, 966.758
4130, 0.00000, 1563.1, 515.429
4131, 0.00000, 2186.26, 735.771
4132, 0.00000, 1885.32, 624.026
4133, 0.00000, 2416.08, 817.336
4134, 0.00000, 6248.98, 2283.27
4135, 0.00000, 7239.78, 2758.73
4136, 0.00000, 8746.85, 3507.58
4137, 0.00000, 8630.42, 3585.82
4138, 0.00000, 8499.69, 3682.04
4139, 0.00000, 8605.33, 3857.76
4140, 0.00000, 7950.58, 3688.49
4141, 0.00000, 8891.54, 4036.21
4142, 0.00000, 9223.54, 4117.34
4143, 0.00000, 9328.46, 4166.95
4144, 0.00000, 9514.12, 4176.68
4145, 0.00000, 8899.78, 3734.62
4146, 0.00000, 7920.38, 3221.97
4147, 0.00000, 8125.67, 3193.68
4148, 0.00000, 7808.87, 2950.41
4149, 0.00000, 6777.25, 2487.15
4150, 0.00000, 267.48, 65.7593
4151, 0.00000, 4272.44, 1495.02
4152, 0.00000, 453.076, 134.394
4153, 0.00000, 2258.09, 761.24
4154, 0.00000, 3437.35, 1188.27
4155, 0.00000, 1174.64, 381.122
4156, 0.00000, 2572.73, 877.548
4157, 0.00000, 2104.46, 705.653
4158, 0.00000, 7366.14, 2729.66
4159, 0.00000, 7223.36, 2746.29
4160, 0.00000, 8712.1, 3497.29
4161, 0.00000, 9121.68, 3794.86
4162, 0.00000, 9171.09, 3912.07
4163, 0.00000, 8803.56, 3883.16
4164, 0.00000, 7908.36, 3597.45
4165, 0.00000, 8885.63, 4084.86
4166, 0.00000, 9262.96, 4210.9
4167, 0.00000, 9662.61, 4329.25
4168, 0.00000, 9821.07, 4347.78
4169, 0.00000, 8944.4, 3782.61
4170, 0.00000, 7951.39, 3219.49
4171, 0.00000, 8151.4, 3191.54
4172, 0.00000, 7780.14, 2939.35
4173, 0.00000, 7418.16, 2750.06
4174, 0.00000, 304.735, 78.2658
4175, 0.00000, 4272.59, 1497.37
4176, 0.00000, 945.97, 299.713
4177, 0.00000, 2077.69, 691.536
4178, 0.00000, 2011.97, 669.727
4179, 0.00000, 1897.23, 631.033
4180, 0.00000, 1128.5, 363.266
4181, 0.00000, 2421.67, 815.267
4182, 0.00000, 7374.2, 2737.9
4183, 0.00000, 6123.97, 2313.79
4184, 0.00000, 7146.29, 2838.95
4185, 0.00000, 6846.26, 2858.59
4186, 0.00000, 6776.56, 2953.39
4187, 0.00000, 6590.45, 3032.08
4188, 0.00000, 6596.76, 3072.71
4189, 0.00000, 6590.61, 3084.89
4190, 0.00000, 5951.39, 2801.99
4191, 0.00000, 6125.54, 2829.9
4192, 0.00000, 6157.85, 2744.4
4193, 0.00000, 6944.37, 2942.73
4194, 0.00000, -506.789, 55.1377
4195, 0.00000, 4169.37, 1603.08
4196, 0.00000, 123.652, 57.6765
4197, 0.00000, 1072.36, 341.977
4198, 0.00000, 756.187, 231.588
4199, 0.00000, 326.224, 85.6489
4200, 0.00000, 900.322, 283.674
4201, 0.00000, 1127.77, 366.189
4202, 0.00000, 418.315, 116.936
4203, 0.00000, 940.086, 293.73
4204, 0.00000, 1199.29, 388.43
4205, 0.00000, 525.835, 153.359
4206, 0.00000, 550.977, 169.685
4207, 0.00000, 5451.02, 2033.67
4208, 0.00000, 3883.33, 1553.97
4209, 0.00000, 4269, 1840.81
4210, 0.00000, 4180.32, 1963.71
4211, 0.00000, 3569.22, 1849.97
4212, 0.00000, 743.694, 938.633
4213, 0.00000, 630.938, 929.719
4214, 0.00000, 37.2431, 671.449
4215, 0.00000, 3858.93, 1962.89
4216, 0.00000, 4854.15, 2285.02
4217, 0.00000, 5210.54, 2275.57
4218, 0.00000, 3710.91, 1560.16
4219, 0.00000, 4494.1, 1738.64
4220, 0.00000, 269.522, 112.251
4221, 0.00000, 201.166, 45.1785
4222, 0.00000, 208.873, 46.7707
4223, 0.00000, 199.712, 44.5821
4224, 0.00000, 195.147, 45.4299
4225, 0.00000, 512.925, 150.543
4226, 0.00000, 763.928, 237.712
4227, 0.00000, 281.491, 73.458
4228, 0.00000, 293.091, 76.6771
4229, 0.00000, 774.057, 240.799
4230, 0.00000, 7093.11, 2623.05
4231, 0.00000, 7198.12, 2738.39
4232, 0.00000, 8043.11, 3217.33
4233, 0.00000, 8441.52, 3530.32
4234, 0.00000, 8634.26, 3724.35
4235, 0.00000, 8697.83, 3896.28
4236, 0.00000, 8159.73, 3681.34
4237, 0.00000, 8929.63, 4096.98
4238, 0.00000, 9232.43, 4158.38
4239, 0.00000, 9470.18, 4194.84
4240, 0.00000, 9741.07, 4213.14
4241, 0.00000, 8860.91, 3754.91
4242, 0.00000, 7808.77, 3162.32
4243, 0.00000, 7924.3, 3093.17
4244, 0.00000, 7559, 2840.63
4245, 0.00000, 7529.71, 2790.9
4246, 0.00000, 194.383, 41.4559
4247, 0.00000, 3830.81, 1327.17
4248, 0.00000, 966.517, 307.753
4249, 0.00000, 1648.94, 540.565
4250, 0.00000, 2013.25, 675.229
4251, 0.00000, 1478.45, 483.68
4252, 0.00000, 2321.12, 782.482
4253, 0.00000, 1555.28, 507.909
4254, 0.00000, 6857.94, 2526.24
4255, 0.00000, 7199.49, 2744.04
4256, 0.00000, 8983.87, 3619.09
4257, 0.00000, 9349.62, 3892.03
4258, 0.00000, 9458.57, 4104.18
4259, 0.00000, 9564.08, 4303.25
4260, 0.00000, 8981.86, 4076.8
4261, 0.00000, 9951.75, 4523.95
4262, 0.00000, 10183.1, 4545.88
4263, 0.00000, 10194.6, 4555.4
4264, 0.00000, 10345.4, 4540.99
4265, 0.00000, 9416.42, 3993.05
4266, 0.00000, 8143.91, 3307.86
4267, 0.00000, 8258.36, 3234.47
4268, 0.00000, 7795.85, 2942.19
4269, 0.00000, 8046.03, 3009.84
4270, 0.00000, 233.15, 54.3947
4271, 0.00000, 4415.15, 1553.66
4272, 0.00000, 658.152, 200.081
4273, 0.00000, 2914.65, 997.327
4274, 0.00000, 1320.65, 427.488
4275, 0.00000, 3003.03, 1030.6
4276, 0.00000, 1067.85, 341.652
4277, 0.00000, 2978.31, 1018.33
4278, 0.00000, 7159.67, 2645.14
4279, 0.00000, 7264.47, 2761.43
4280, 0.00000, 9273.1, 3735.08
4281, 0.00000, 9584.24, 4011.42
4282, 0.00000, 9729.96, 4219.01
4283, 0.00000, 9905.09, 4411.36
4284, 0.00000, 8995.89, 4157.1
4285, 0.00000, 10019.9, 4608.58
4286, 0.00000, 10328.8, 4659.42
4287, 0.00000, 10398.5, 4676.88
4288, 0.00000, 10572.3, 4676.13
4289, 0.00000, 9613.53, 4133.3
4290, 0.00000, 8374.95, 3435.48
4291, 0.00000, 8344.52, 3296.62
4292, 0.00000, 7844.9, 2967.93
4293, 0.00000, 8126.85, 3042.9
4294, 0.00000, 259.819, 63.4423
4295, 0.00000, 4445.41, 1566.26
4296, 0.00000, 297.996, 79.6903
4297, 0.00000, 3691.37, 1280.43
4298, 0.00000, 1469.91, 478.288
4299, 0.00000, 2439.4, 821.145
4300, 0.00000, 1899.96, 633.623
4301, 0.00000, 1850.06, 610.534
4302, 0.00000, 6832.39, 2513.96
4303, 0.00000, 7268.92, 2766.5
4304, 0.00000, 9251.17, 3722.68
4305, 0.00000, 9508.54, 3974.37
4306, 0.00000, 9627.34, 4146.21
4307, 0.00000, 9612.41, 4295.05
4308, 0.00000, 8871.71, 4041.67
4309, 0.00000, 9723.39, 4479.47
4310, 0.00000, 10025.6, 4544.56
4311, 0.00000, 10316.3, 4585.66
4312, 0.00000, 10463, 4603.01
4313, 0.00000, 9549.51, 4087.34
4314, 0.00000, 8293.86, 3411.74
4315, 0.00000, 8335.79, 3288.97
4316, 0.00000, 7834.16, 2966.53
4317, 0.00000, 8012.53, 2994.86
4318, 0.00000, 242.931, 57.769
4319, 0.00000, 4496.16, 1583.63
4320, 0.00000, 560.751, 169.33
4321, 0.00000, 3404.54, 1169.63
4322, 0.00000, 1495, 489.373
4323, 0.00000, 2248.55, 752.285
4324, 0.00000, 2042.79, 679.696
4325, 0.00000, 2033.03, 678.165
4326, 0.00000, 6826.4, 2512.57
4327, 0.00000, 7252.57, 2763
4328, 0.00000, 9160.24, 3682.18
4329, 0.00000, 9381.93, 3925.07
4330, 0.00000, 9475.72, 4069.62
4331, 0.00000, 9423.42, 4196.75
4332, 0.00000, 8706.55, 3936.2
4333, 0.00000, 9535.48, 4355.91
4334, 0.00000, 9725.98, 4426.84
4335, 0.00000, 9946, 4475.67
4336, 0.00000, 10353.6, 4498.14
4337, 0.00000, 9502.79, 4008.56
4338, 0.00000, 8219.39, 3363.24
4339, 0.00000, 8295.66, 3265.62
4340, 0.00000, 7840.53, 2963.84
4341, 0.00000, 8094.63, 3030.69
4342, 0.00000, 244.944, 58.4713
4343, 0.00000, 4476.41, 1575.59
4344, 0.00000, 295.383, 80.736
4345, 0.00000, 3012.74, 1032.52
4346, 0.00000, 1875.55, 626.826
4347, 0.00000, 1818.62, 605.865
4348, 0.00000, 1954.23, 652.777
4349, 0.00000, 1877.83, 622.014
4350, 0.00000, 7063.06, 2611.93
4351, 0.00000, 6428.01, 2428.9
4352, 0.00000, 7182.72, 2869.04
4353, 0.00000, 6932.42, 2904
4354, 0.00000, 6845.53, 2999.51
4355, 0.00000, 6770.75, 3047.82
4356, 0.00000, 6678.56, 3081.65
4357, 0.00000, 6692.82, 3094.29
4358, 0.00000, 5906.57, 2810.1
4359, 0.00000, 6142.7, 2811.09
4360, 0.00000, 6298.33, 2768.48
4361, 0.00000, 7209.18, 3044.61
4362, 0.00000, -551.058, 58.0454
4363, 0.00000, 6974.62, 2695.95
4364, 0.00000, 82.9397, 45.5586
4365, 0.00000, 163.816, 35.8338
4366, 0.00000, 1829.11, 610.329
4367, 0.00000, 741.914, 224.911
4368, 0.00000, 292.269, 78.5642
4369, 0.00000, 261.741, 65.0424
4370, 0.00000, 1348.36, 440.723
4371, 0.00000, 1145.32, 364.258
4372, 0.00000, 316.602, 83.8291
4373, 0.00000, 578.827, 174.602
4374, 0.00000, 1265.99, 418.833
4375, 0.00000, 1906.56, 718.8
4376, 0.00000, -112.446, 148.917
4377, 0.00000, 2228.28, 1088.07
4378, 0.00000, 3149.04, 1541.06
4379, 0.00000, 3064.81, 1627.63
4380, 0.00000, 574.498, 804.397
4381, 0.00000, 2247.03, 1466.62
4382, 0.00000, 2086.56, 1399.34
4383, 0.00000, 3577.02, 1863.31
4384, 0.00000, 5222.38, 2422.71
4385, 0.00000, 2179.79, 1113.6
4386, 0.00000, 3134.97, 1344.34
4387, 0.00000, 4104.05, 1574.6
4388, 0.00000, 417.01, 160.299
4389, 0.00000, 193.588, 43.1652
4390, 0.00000, 175.76, 38.8982
4391, 0.00000, 341.345, 92.4563
4392, 0.00000, 244.384, 61.0411
4393, 0.00000, 1192.45, 384.533
4394, 0.00000, 689.661, 208.939
4395, 0.00000, 384.726, 107.337
4396, 0.00000, 1075.53, 341.521
4397, 0.00000, 1595.89, 526.322
4398, 0.00000, 7029.94, 2592.73
4399, 0.00000, 7191.9, 2733.11
4400, 0.00000, 7964.75, 3155.57
4401, 0.00000, 8073.11, 3320.75
4402, 0.00000, 8106.37, 3475.24
4403, 0.00000, 8383.75, 3727.54
4404, 0.00000, 7883.42, 3583.35
4405, 0.00000, 8880.38, 3985.32
4406, 0.00000, 9033.07, 4070.9
4407, 0.00000, 9266.48, 4133.63
4408, 0.00000, 9572.47, 4176.13
4409, 0.00000, 8939.59, 3748.86
4410, 0.00000, 7849.61, 3177.73
4411, 0.00000, 7988.9, 3116.91
4412, 0.00000, 7576.8, 2849.86
4413, 0.00000, 7617.44, 2827.53
4414, 0.00000, 177.231, 35.7767
4415, 0.00000, 4250.59, 1485.36
4416, 0.00000, 576.894, 175.926
4417, 0.00000, 2247.11, 755.436
4418, 0.00000, 2038.02, 683.675
4419, 0.00000, 2063.41, 687.043
4420, 0.00000, 2200.79, 743.082
4421, 0.00000, 1815.85, 599.405
4422, 0.00000, 7035.46, 2600.98
4423, 0.00000, 7230.31, 2740.77
4424, 0.00000, 9118.15, 3637.6
4425, 0.00000, 9413.37, 3883.39
4426, 0.00000, 9586.54, 4080.82
4427, 0.00000, 9635.31, 4260.27
4428, 0.00000, 9018.53, 4021.59
4429, 0.00000, 9979.26, 4470.7
4430, 0.00000, 10028.9, 4529.93
4431, 0.00000, 10255.9, 4569.25
4432, 0.00000, 10477.9, 4576.93
4433, 0.00000, 9594.21, 4060.48
4434, 0.00000, 8348.19, 3393.35
4435, 0.00000, 8383.83, 3275.69
4436, 0.00000, 7825.47, 2952.78
4437, 0.00000, 8057.67, 3015.64
4438, 0.00000, 198.595, 42.8645
4439, 0.00000, 4613.72, 1632.55
4440, 0.00000, 336.028, 89.2375
4441, 0.00000, 3471.24, 1198.34
4442, 0.00000, 1213.69, 388.355
4443, 0.00000, 2730.7, 925.238
4444, 0.00000, 1416.85, 464.871
4445, 0.00000, 2485.95, 840.537
4446, 0.00000, 6820.9, 2508.78
4447, 0.00000, 7260.7, 2761.46
4448, 0.00000, 9379.02, 3771.99
4449, 0.00000, 9762.6, 4047.22
4450, 0.00000, 9820.75, 4234.12
4451, 0.00000, 9891.53, 4379.81
4452, 0.00000, 8869.54, 4115.45
4453, 0.00000, 9879.7, 4531.43
4454, 0.00000, 9976.16, 4590.62
4455, 0.00000, 10141.7, 4622.64
4456, 0.00000, 10390.8, 4627.64
4457, 0.00000, 9551.03, 4104.23
4458, 0.00000, 8351.72, 3425.28
4459, 0.00000, 8365.92, 3304.99
4460, 0.00000, 7854.19, 2973.1
4461, 0.00000, 8093.53, 3031.35
4462, 0.00000, 254.076, 61.5101
4463, 0.00000, 4718.73, 1669.71
4464, 0.00000, 300.417, 81.972
4465, 0.00000, 3664.78, 1275.48
4466, 0.00000, 1251.26, 401.822
4467, 0.00000, 2646.11, 898.371
4468, 0.00000, 1808.67, 597.909
4469, 0.00000, 2499.22, 839.49
4470, 0.00000, 7219.37, 2675.68
4471, 0.00000, 7256.58, 2758.61
4472, 0.00000, 8862.22, 3571.78
4473, 0.00000, 8964.04, 3733.97
4474, 0.00000, 9199.35, 3961.4
4475, 0.00000, 9479.54, 4232.44
4476, 0.00000, 8842.23, 4004.48
4477, 0.00000, 9680.14, 4429.64
4478, 0.00000, 9736.5, 4498.89
4479, 0.00000, 10009.7, 4531.35
4480, 0.00000, 10219.7, 4543.74
4481, 0.00000, 9376.61, 4040.84
4482, 0.00000, 8186.39, 3389.68
4483, 0.00000, 8341.56, 3290.13
4484, 0.00000, 7854.8, 2973
4485, 0.00000, 7975.48, 2979.14
4486, 0.00000, 197.627, 42.5412
4487, 0.00000, 4845.61, 1715.27
4488, 0.00000, 246.243, 63.9734
4489, 0.00000, 3820.44, 1322.12
4490, 0.00000, 1193.55, 385.687
4491, 0.00000, 2253.82, 754.808
4492, 0.00000, 2399.01, 813.789
4493, 0.00000, 1560.29, 505.061
4494, 0.00000, 6594.05, 2415.59
4495, 0.00000, 7241.7, 2754.54
4496, 0.00000, 8806.99, 3542.76
4497, 0.00000, 8837.55, 3689.42
4498, 0.00000, 9105.99, 3929.62
4499, 0.00000, 9612.9, 4243.33
4500, 0.00000, 8979.4, 4043.93
4501, 0.00000, 9879.98, 4486.47
4502, 0.00000, 10071.2, 4561.51
4503, 0.00000, 10339.9, 4606.22
4504, 0.00000, 10518.1, 4619.85
4505, 0.00000, 9664.94, 4102.6
4506, 0.00000, 8399.25, 3429.46
4507, 0.00000, 8391.73, 3299.44
4508, 0.00000, 7852.24, 2969.44
4509, 0.00000, 8105.71, 3036.02
4510, 0.00000, 198.531, 42.8442
4511, 0.00000, 4833.16, 1714.04
4512, 0.00000, 451.648, 130.523
4513, 0.00000, 2433.04, 826.667
4514, 0.00000, 2056.89, 687.266
4515, 0.00000, 1188.31, 380.219
4516, 0.00000, 2482.18, 843.941
4517, 0.00000, 1491.73, 486.666
4518, 0.00000, 7002.79, 2577.01
4519, 0.00000, 6989.26, 2648.62
4520, 0.00000, 7264.75, 2864.66
4521, 0.00000, 7042.14, 2923.07
4522, 0.00000, 7032.27, 3059.37
4523, 0.00000, 6969.11, 3144.48
4524, 0.00000, 6981.39, 3193.46
4525, 0.00000, 6774.9, 3224.8
4526, 0.00000, 5981.01, 2895.51
4527, 0.00000, 6298.83, 2887.76
4528, 0.00000, 6326.16, 2816.11
4529, 0.00000, 7367.89, 3120.34
4530, 0.00000, -525.747, 56.9056
4531, 0.00000, 7032.64, 2698.71
4532, 0.00000, 101.358, 45.8015
4533, 0.00000, 227.304, 57.8093
4534, 0.00000, 2174.11, 731.864
4535, 0.00000, 787.996, 243.085
4536, 0.00000, 304.918, 80.8289
4537, 0.00000, 880.345, 276.883
4538, 0.00000, 1149.98, 371.066
4539, 0.00000, 504.545, 145.047
4540, 0.00000, 633.944, 191.167
4541, 0.00000, 992.22, 318.019
4542, 0.00000, 788.933, 242.911
4543, 0.00000, 558.443, 233.798
4544, 0.00000, 291.003, 259.089
4545, 0.00000, -318.774, 156.354
4546, 0.00000, 250.274, 485.684
4547, 0.00000, -439.372, 341.855
4548, 0.00000, 524.357, 741.291
4549, 0.00000, 486.809, 826.034
4550, 0.00000, 2812.6, 1606.07
4551, 0.00000, 4429.84, 2196.89
4552, 0.00000, 4518.42, 2099.24
4553, 0.00000, 4456.61, 1988.41
4554, 0.00000, 3724.93, 1543.26
4555, 0.00000, 1210.88, 529.569
4556, 0.00000, 105.599, 49.1005
4557, 0.00000, 235.204, 56.1968
4558, 0.00000, 564.787, 169.089
4559, 0.00000, 342.215, 92.0506
4560, 0.00000, 666.014, 205.159
4561, 0.00000, 1427.26, 463.119
4562, 0.00000, 786.303, 244.779
4563, 0.00000, 873.162, 271.387
4564, 0.00000, 694.924, 212.006
4565, 0.00000, 1809.47, 597.139
4566, 0.00000, 6670.48, 2439.63
4567, 0.00000, 7195.92, 2735.64
4568, 0.00000, 7983.77, 3190.33
4569, 0.00000, 7969.16, 3311.14
4570, 0.00000, 7870.15, 3455.05
4571, 0.00000, 8021.18, 3604.87
4572, 0.00000, 7565.75, 3475.08
4573, 0.00000, 8741.6, 4014.2
4574, 0.00000, 9334.56, 4172.08
4575, 0.00000, 9454.82, 4253.35
4576, 0.00000, 9797.06, 4287.42
4577, 0.00000, 8919.87, 3837.23
4578, 0.00000, 7857.34, 3225.08
4579, 0.00000, 7982.61, 3135.94
4580, 0.00000, 7585.75, 2860.75
4581, 0.00000, 7536.57, 2796.66
4582, 0.00000, 185.098, 38.3778
4583, 0.00000, 4500.57, 1586.19
4584, 0.00000, 356.611, 97.6516
4585, 0.00000, 1678.92, 556.035
4586, 0.00000, 2425.33, 825.602
4587, 0.00000, 1332.77, 432.554
4588, 0.00000, 2369.51, 801.715
4589, 0.00000, 1889.28, 625.709
4590, 0.00000, 7240.69, 2671.13
4591, 0.00000, 7183.73, 2736.78
4592, 0.00000, 8819.37, 3561.62
4593, 0.00000, 9295.77, 3899.55
4594, 0.00000, 9610.33, 4157.46
4595, 0.00000, 9839.16, 4386.33
4596, 0.00000, 9189.71, 4164
4597, 0.00000, 10142.9, 4611.79
4598, 0.00000, 10260.9, 4665.92
4599, 0.00000, 10346.3, 4683.07
4600, 0.00000, 10479.1, 4675.41
4601, 0.00000, 9669.58, 4143.24
4602, 0.00000, 8421.76, 3455.36
4603, 0.00000, 8388.96, 3309.61
4604, 0.00000, 7827.92, 2959.31
4605, 0.00000, 8165.26, 3063.08
4606, 0.00000, 251.04, 60.3901
4607, 0.00000, 4619.27, 1635.64
4608, 0.00000, 459.916, 132.583
4609, 0.00000, 3217.48, 1110.89
4610, 0.00000, 1428.35, 461.499
4611, 0.00000, 1899.76, 637.002
4612, 0.00000, 1661.08, 544.567
4613, 0.00000, 3163.42, 1086.65
4614, 0.00000, 7215.99, 2666.33
4615, 0.00000, 7254.28, 2758.75
4616, 0.00000, 9335.88, 3760.01
4617, 0.00000, 9766.41, 4080.14
4618, 0.00000, 10007.8, 4318.09
4619, 0.00000, 10148.8, 4522.53
4620, 0.00000, 9356.03, 4240.79
4621, 0.00000, 10169.4, 4709.5
4622, 0.00000, 10346.6, 4756.95
4623, 0.00000, 10512.4, 4761.68
4624, 0.00000, 10799.3, 4757.62
4625, 0.00000, 9819.55, 4211.24
4626, 0.00000, 8547.99, 3499.86
4627, 0.00000, 8528.99, 3351.45
4628, 0.00000, 7914.66, 2990.52
4629, 0.00000, 8388.34, 3158.22
4630, 0.00000, 275.129, 68.5903
4631, 0.00000, 4687.16, 1658.46
4632, 0.00000, 1621.1, 532.927
4633, 0.00000, 1586.32, 521.837
4634, 0.00000, 2889.02, 992.692
4635, 0.00000, 1834.22, 608.835
4636, 0.00000, 1705.87, 570.346
4637, 0.00000, 2658.76, 907.209
4638, 0.00000, 7271.94, 2686.24
4639, 0.00000, 7265.65, 2762.67
4640, 0.00000, 9144.6, 3681.51
4641, 0.00000, 9572.05, 4017.64
4642, 0.00000, 9784.97, 4230.69
4643, 0.00000, 9887.08, 4390.02
4644, 0.00000, 9065.45, 4123.4
4645, 0.00000, 10003.5, 4554.53
4646, 0.00000, 10113.7, 4623.07
4647, 0.00000, 10276.3, 4657.98
4648, 0.00000, 10505.9, 4661.7
4649, 0.00000, 9667.87, 4125.99
4650, 0.00000, 8401.8, 3437.85
4651, 0.00000, 8426.52, 3317.06
4652, 0.00000, 7886.74, 2980.92
4653, 0.00000, 8158.4, 3057.23
4654, 0.00000, 199.627, 43.209
4655, 0.00000, 4811.85, 1708
4656, 0.00000, 295.289, 76.0303
4657, 0.00000, 3620.8, 1253.08
4658, 0.00000, 1398.88, 456.036
4659, 0.00000, 2516.03, 849.793
4660, 0.00000, 1480.96, 480.928
4661, 0.00000, 2634, 896.593
4662, 0.00000, 6615.48, 2420.28
4663, 0.00000, 7255.33, 2760.32
4664, 0.00000, 8879.22, 3577.96
4665, 0.00000, 8744.4, 3676.31
4666, 0.00000, 8685.08, 3780
4667, 0.00000, 8652.51, 3890.23
4668, 0.00000, 8056.62, 3671.16
4669, 0.00000, 8811.21, 4058.17
4670, 0.00000, 8919.09, 4118.75
4671, 0.00000, 9145.44, 4144.96
4672, 0.00000, 9408.02, 4139.14
4673, 0.00000, 8711.05, 3714.09
4674, 0.00000, 7914.22, 3239.6
4675, 0.00000, 8174.05, 3214.25
4676, 0.00000, 7722.08, 2915.48
4677, 0.00000, 6857.91, 2515.04
4678, 0.00000, 193.411, 41.1134
4679, 0.00000, 4740.39, 1671.28
4680, 0.00000, 318.14, 91.0112
4681, 0.00000, 2313.65, 778.317
4682, 0.00000, 2236.26, 746.043
4683, 0.00000, 2176.16, 731.497
4684, 0.00000, 1010.09, 317.991
4685, 0.00000, 2465.18, 834.178
4686, 0.00000, 7135.46, 2628.96
4687, 0.00000, 5905.21, 2196.58
4688, 0.00000, 7117.77, 2820.1
4689, 0.00000, 6799.27, 2818.25
4690, 0.00000, 6501.72, 2829.57
4691, 0.00000, 6652.26, 3006.55
4692, 0.00000, 6641.03, 3102.47
4693, 0.00000, 6660.68, 3120.9
4694, 0.00000, 5958.71, 2839.02
4695, 0.00000, 6112.55, 2831.9
4696, 0.00000, 5898.51, 2689.76
4697, 0.00000, 6678.85, 2859.53
4698, 0.00000, -543.432, 56.4902
4699, 0.00000, 1787.84, 730.917
4700, 0.00000, 132.45, 58.6878
4701, 0.00000, 1225.9, 398.903
4702, 0.00000, 1659.06, 541.606
4703, 0.00000, 345.892, 92.6253
4704, 0.00000, 644.953, 196.305
4705, 0.00000, 1241.83, 402.04
4706, 0.00000, 869.595, 272.267
4707, 0.00000, 554.967, 164.021
4708, 0.00000, 724.308, 223.475
4709, 0.00000, 1365.1, 444.159
4710, 0.00000, 481.152, 140.373
4711, 0.00000, 739.175, 299.373
4712, 0.00000, 111.461, 205.847
4713, 0.00000, 391.275, 463.611
4714, 0.00000, 2107.29, 1161.22
4715, 0.00000, 1514.27, 1058.7
4716, 0.00000, 661.699, 788.206
4717, 0.00000, 362.683, 748.129
4718, 0.00000, 1536.55, 1195.18
4719, 0.00000, 3282.85, 1747.39
4720, 0.00000, 4555.34, 2146.85
4721, 0.00000, 4649.1, 2065.16
4722, 0.00000, -503.105, 81.6319
4723, 0.00000, -159.144, 70.3126
4724, 0.00000, 674.324, 240.001
4725, 0.00000, 1197.25, 381.982
4726, 0.00000, 757.605, 234.521
4727, 0.00000, 282.881, 73.3494
4728, 0.00000, 682.149, 206.889
4729, 0.00000, 3030.28, 1034.74
4730, 0.00000, 501.336, 147.116
4731, 0.00000, 538.533, 158.169
4732, 0.00000, 1918.99, 636.401
4733, 0.00000, 1115.9, 354.735
4734, 0.00000, 7308.92, 2699.27
4735, 0.00000, 7218.4, 2742.62
4736, 0.00000, 8077.22, 3225.98
