hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
5398, 1800.00000, 311.366, 16.9915, 311.366, 16.9915, 311.366, 16.9915
5398, 2700.00000, 348.215, 17.2555, 348.215, 17.2555, 348.215, 17.2555
5399, 0.00000, 348.251, 17.2531, 348.251, 17.2531, 348.251, 17.2531
5399, 900.00000, 348.251, 17.2531, 348.251, 17.2531, 348.251, 17.2531
5399, 1800.00000, 450.977, 17.8761, 450.977, 17.8761, 450.977, 17.8761
5399, 2700.00000, 450.991, 17.8762, 450.991, 17.8762, 450.991, 17.8762
5400, 0.00000, 450.991, 17.8762, 450.991, 17.8762, 450.991, 17.8762
5400, 900.00000, 450.991, 17.8762, 450.991, 17.8762, 450.991, 17.8762
5400, 1800.00000, 450.991, 17.8762, 450.991, 17.8762, 450.991, 17.8762
5400, 2700.00000, 442.911, 17.8332, 442.911, 17.8332, 442.911, 17.8332
5401, 0.00000, 442.894, 17.8331, 442.894, 17.8331, 442.894, 17.8331
5401, 900.00000, 442.894, 17.8331, 442.894, 17.8331, 442.894, 17.8331
5401, 1800.00000, 383.577, 17.4767, 383.577, 17.4767, 383.577, 17.4767
5401, 2700.00000, 383.576, 17.4768, 383.576, 17.4768, 383.576, 17.4768
5402, 0.00000, 383.576, 17.4768, 383.576, 17.4768, 383.576, 17.4768
5402, 900.00000, 383.576, 17.4768, 383.576, 17.4768, 383.576, 17.4768
5402, 1800.00000, 383.576, 17.4768, 383.576, 17.4768, 383.576, 17.4768
5402, 2700.00000, 458.715, 17.8285, 458.715, 17.8285, 458.715, 17.8285
5403, 0.00000, 458.721, 17.8286, 458.721, 17.8286, 458.721, 17.8286
5403, 900.00000, 458.721, 17.8286, 458.721, 17.8286, 458.721, 17.8286
5403, 1800.00000, 412.569, 17.7316, 412.569, 17.7316, 412.569, 17.7316
5403, 2700.00000, 412.58, 17.7325, 412.58, 17.7325, 412.58, 17.7325
5404, 0.00000, 412.58, 17.7325, 412.58, 17.7325, 412.58, 17.7325
5404, 900.00000, 412.58, 17.7325, 412.58, 17.7325, 412.58, 17.7325
5404, 1800.00000, 412.58, 17.7325, 412.58, 17.7325, 412.58, 17.7325
5404, 2700.00000, 433.106, 17.7202, 433.106, 17.7202, 433.106, 17.7202
5405, 0.00000, 433.14, 17.7205, 433.14, 17.7205, 433.14, 17.7205
5405, 900.00000, 433.14, 17.7205, 433.14, 17.7205, 433.14, 17.7205
5405, 1800.00000, 501.688, 18.0559, 501.688, 18.0559, 501.688, 18.0559
5405, 2700.00000, 501.698, 18.0561, 501.698, 18.0561, 501.698, 18.0561
5406, 0.00000, 501.698, 18.0561, 501.698, 18.0561, 501.698, 18.0561
5406, 900.00000, 501.698, 18.0561, 501.698, 18.0561, 501.698, 18.0561
5406, 1800.00000, 501.698, 18.0561, 501.698, 18.0561, 501.698, 18.0561
5406, 2700.00000, 399.577, 17.6111, 399.577, 17.6111, 399.577, 17.6111
5407, 0.00000, 399.573, 17.6112, 399.573, 17.6112, 399.573, 17.6112
5407, 900.00000, 399.573, 17.6112, 399.573, 17.6112, 399.573, 17.6112
5407, 1800.00000, 295.753, 16.8428, 295.753, 16.8428, 295.753, 16.8428
5407, 2700.00000, 295.762, 16.8431, 295.762, 16.8431, 295.762, 16.8431
5408, 0.00000, 295.762, 16.8431, 295.762, 16.8431, 295.762, 16.8431
5408, 900.00000, 295.762, 16.8431, 295.762, 16.8431, 295.762, 16.8431
5408, 1800.00000, 295.762, 16.8431, 295.762, 16.8431, 295.762, 16.8431
5408, 2700.00000, 232.271, 16.2312, 232.271, 16.2312, 232.271, 16.2312
5409, 0.00000, 232.283, 16.2435, 232.283, 16.2435, 232.283, 16.2435
5409, 900.00000, 232.283, 16.2435, 232.283, 16.2435, 232.283, 16.2435
5409, 1800.00000, 145.29, 14.4964, 145.29, 14.4964, 145.29, 14.4964
5409, 2700.00000, 145.3, 14.4965, 145.3, 14.4965, 145.3, 14.4965
5410, 0.00000, 145.3, 14.4965, 145.3, 14.4965, 145.3, 14.4965
5410, 900.00000, 145.3, 14.4965, 145.3, 14.4965, 145.3, 14.4965
5410, 1800.00000, 145.3, 14.4965, 145.3, 14.4965, 145.3, 14.4965
5410, 2700.00000, 162.325, 14.9316, 162.325, 14.9316, 162.325, 14.9316
5411, 0.00000, 162.323, 14.9246, 162.323, 14.9246, 162.323, 14.9246
5411, 900.00000, 162.323, 14.9247, 162.323, 14.9247, 162.323, 14.9247
5411, 1800.00000, 365.153, 17.4168, 365.153, 17.4168, 365.153, 17.4168
5411, 2700.00000, 365.155, 17.4164, 365.155, 17.4164, 365.155, 17.4164
5412, 0.00000, 365.155, 17.4164, 365.155, 17.4164, 365.155, 17.4164
5412, 900.00000, 365.155, 17.4164, 365.155, 17.4164, 365.155, 17.4164
5412, 1800.00000, 365.155, 17.4164, 365.155, 17.4164, 365.155, 17.4164
5412, 2700.00000, 706.722, 18.9708, 706.722, 18.9708, 706.722, 18.9708
5413, 0.00000, 706.74, 18.9712, 706.74, 18.9712, 706.74, 18.9712
5413, 900.00000, 706.74, 18.9712, 706.74, 18.9712, 706.74, 18.9712
5413, 1800.00000, 986.133, 19.8172, 986.133, 19.8172, 986.133, 19.8172
5413, 2700.00000, 986.19, 19.8182, 986.19, 19.8182, 986.19, 19.8182
5414, 0.00000, 986.191, 19.8182, 986.191, 19.8182, 986.191, 19.8182
5414, 900.00000, 986.191, 19.8182, 986.191, 19.8182, 986.191, 19.8182
5414, 1800.00000, 986.191, 19.8182, 986.191, 19.8182, 986.191, 19.8182
5414, 2700.00000, 1125.98, 20.1709, 1125.98, 20.1709, 1125.98, 20.1709
5415, 0.00000, 1126.03, 20.1717, 1126.03, 20.1717, 1126.03, 20.1717
5415, 900.00000, 1126.03, 20.1717, 1126.03, 20.1717, 1126.03, 20.1717
5415, 1800.00000, 1130.65, 20.0397, 1130.65, 20.0397, 1130.65, 20.0397
5415, 2700.00000, 1130.63, 20.0401, 1130.63, 20.0401, 1130.63, 20.0401
5416, 0.00000, 1130.63, 20.0401, 1130.63, 20.0401, 1130.63, 20.0401
5416, 900.00000, 1130.63, 20.0401, 1130.63, 20.0401, 1130.63, 20.0401
5416, 1800.00000, 1130.63, 20.0401, 1130.63, 20.0401, 1130.63, 20.0401
5416, 2700.00000, 1024.35, 19.6463, 1024.35, 19.6463, 1024.35, 19.6463
5417, 0.00000, 1024.33, 19.646, 1024.33, 19.646, 1024.33, 19.646
5417, 900.00000, 1024.33, 19.646, 1024.33, 19.646, 1024.33, 19.646
5417, 1800.00000, 1345.25, 20.6908, 1345.25, 20.6908, 1345.25, 20.6908
5417, 2700.00000, 1345.28, 20.6917, 1345.28, 20.6917, 1345.28, 20.6917
5418, 0.00000, 1345.28, 20.6918, 1345.28, 20.6918, 1345.28, 20.6918
5418, 900.00000, 1345.28, 20.6918, 1345.28, 20.6918, 1345.28, 20.6918
5418, 1800.00000, 1345.28, 20.6918, 1345.28, 20.6918, 1345.28, 20.6918
5418, 2700.00000, 1397.94, 20.8063, 1397.94, 20.8063, 1397.94, 20.8063
5419, 0.00000, 1398.05, 20.811, 1398.05, 20.811, 1398.05, 20.811
5419, 900.00000, 1398.06, 20.8111, 1398.06, 20.8111, 1398.06, 20.8111
5419, 1800.00000, 1327.37, 20.4914, 1327.37, 20.4914, 1327.37, 20.4914
5419, 2700.00000, 1327.33, 20.4908, 1327.33, 20.4908, 1327.33, 20.4908
5420, 0.00000, 1327.33, 20.4908, 1327.33, 20.4908, 1327.33, 20.4908
5420, 900.00000, 1327.33, 20.4908, 1327.33, 20.4908, 1327.33, 20.4908
5420, 1800.00000, 1327.33, 20.4908, 1327.33, 20.4908, 1327.33, 20.4908
5420, 2700.00000, 1184.58, 20.1951, 1184.58, 20.1951, 1184.58, 20.1951
5421, 0.00000, 1184.53, 20.1943, 1184.53, 20.1943, 1184.53, 20.1943
5421, 900.00000, 1184.53, 20.1943, 1184.53, 20.1943, 1184.53, 20.1943
5421, 1800.00000, 838.143, 19.301, 838.143, 19.301, 838.143, 19.301
5421, 2700.00000, 838.117, 19.3005, 838.117, 19.3005, 838.117, 19.3005
5422, 0.00000, 838.117, 19.3005, 838.117, 19.3005, 838.117, 19.3005
5422, 900.00000, 838.117, 19.3005, 838.117, 19.3005, 838.117, 19.3005
5422, 1800.00000, 838.117, 19.3005, 838.117, 19.3005, 838.117, 19.3005
5422, 2700.00000, 783.09, 19.0947, 783.09, 19.0947, 783.09, 19.0947
5423, 0.00000, 783.057, 19.0935, 783.057, 19.0935, 783.057, 19.0935
5423, 900.00000, 783.057, 19.0934, 783.057, 19.0934, 783.057, 19.0934
5423, 1800.00000, 759.841, 18.9988, 759.841, 18.9988, 759.841, 18.9988
5423, 2700.00000, 759.799, 18.9967, 759.799, 18.9967, 759.799, 18.9967
5424, 0.00000, 759.799, 18.9967, 759.799, 18.9967, 759.799, 18.9967
5424, 900.00000, 759.799, 18.9967, 759.799, 18.9967, 759.799, 18.9967
5424, 1800.00000, 759.799, 18.9967, 759.799, 18.9967, 759.799, 18.9967
5424, 2700.00000, 992.888, 19.5833, 992.888, 19.5833, 992.888, 19.5833
5425, 0.00000, 992.918, 19.5838, 992.918, 19.5838, 992.918, 19.5838
5425, 900.00000, 992.918, 19.5838, 992.918, 19.5838, 992.918, 19.5838
5425, 1800.00000, 967.092, 19.554, 967.092, 19.554, 967.092, 19.554
5425, 2700.00000, 967.059, 19.55, 967.059, 19.55, 967.059, 19.55
5426, 0.00000, 967.059, 19.55, 967.059, 19.55, 967.059, 19.55
5426, 900.00000, 967.059, 19.55, 967.059, 19.55, 967.059, 19.55
5426, 1800.00000, 967.059, 19.55, 967.059, 19.55, 967.059, 19.55
5426, 2700.00000, 1070.09, 19.8063, 1070.09, 19.8063, 1070.09, 19.8063
5427, 0.00000, 1070.11, 19.8066, 1070.11, 19.8066, 1070.11, 19.8066
5427, 900.00000, 1070.11, 19.8066, 1070.11, 19.8066, 1070.11, 19.8066
5427, 1800.00000, 808.17, 19.0557, 808.17, 19.0557, 808.17, 19.0557
5427, 2700.00000, 808.154, 19.0554, 808.154, 19.0554, 808.154, 19.0554
5428, 0.00000, 808.154, 19.0554, 808.154, 19.0554, 808.154, 19.0554
5428, 900.00000, 808.154, 19.0554, 808.154, 19.0554, 808.154, 19.0554
5428, 1800.00000, 808.154, 19.0554, 808.154, 19.0554, 808.154, 19.0554
5428, 2700.00000, 665.795, 18.604, 665.795, 18.604, 665.795, 18.604
5429, 0.00000, 665.753, 18.6027, 665.753, 18.6027, 665.753, 18.6027
5429, 900.00000, 665.753, 18.6027, 665.753, 18.6027, 665.753, 18.6027
5429, 1800.00000, 957.209, 19.4184, 957.209, 19.4184, 957.209, 19.4184
5429, 2700.00000, 957.241, 19.4189, 957.241, 19.4189, 957.241, 19.4189
5430, 0.00000, 957.241, 19.4189, 957.241, 19.4189, 957.241, 19.4189
5430, 900.00000, 957.241, 19.4189, 957.241, 19.4189, 957.241, 19.4189
5430, 1800.00000, 957.241, 19.4189, 957.241, 19.4189, 957.241, 19.4189
5430, 2700.00000, 1079.86, 19.8232, 1079.86, 19.8232, 1079.86, 19.8232
5431, 0.00000, 1079.89, 19.8236, 1079.89, 19.8236, 1079.89, 19.8236
5431, 900.00000, 1079.89, 19.8236, 1079.89, 19.8236, 1079.89, 19.8236
5431, 1800.00000, 1285.01, 20.26, 1285.01, 20.26, 1285.01, 20.26
5431, 2700.00000, 1285.1, 20.2611, 1285.1, 20.2611, 1285.1, 20.2611
5432, 0.00000, 1285.1, 20.2612, 1285.1, 20.2612, 1285.1, 20.2612
5432, 900.00000, 1285.1, 20.2612, 1285.1, 20.2612, 1285.1, 20.2612
5432, 1800.00000, 1285.1, 20.2612, 1285.1, 20.2612, 1285.1, 20.2612
5432, 2700.00000, 1202.96, 20.0928, 1202.96, 20.0928, 1202.96, 20.0928
5433, 0.00000, 1202.85, 20.0885, 1202.85, 20.0885, 1202.85, 20.0885
5433, 900.00000, 1202.85, 20.0885, 1202.85, 20.0885, 1202.85, 20.0885
5433, 1800.00000, 1169.72, 19.9643, 1169.72, 19.9643, 1169.72, 19.9643
5433, 2700.00000, 1169.68, 19.9628, 1169.68, 19.9628, 1169.68, 19.9628
5434, 0.00000, 1169.68, 19.9628, 1169.68, 19.9628, 1169.68, 19.9628
5434, 900.00000, 1169.68, 19.9628, 1169.68, 19.9628, 1169.68, 19.9628
5434, 1800.00000, 1169.68, 19.9628, 1169.68, 19.9628, 1169.68, 19.9628
5434, 2700.00000, 1352.21, 20.4676, 1352.21, 20.4676, 1352.21, 20.4676
5435, 0.00000, 1352.33, 20.469, 1352.33, 20.469, 1352.33, 20.469
5435, 900.00000, 1352.33, 20.469, 1352.33, 20.469, 1352.33, 20.469
5435, 1800.00000, 1535.23, 20.9283, 1535.23, 20.9283, 1535.23, 20.9283
5435, 2700.00000, 1535.23, 20.928, 1535.23, 20.928, 1535.23, 20.928
5436, 0.00000, 1535.23, 20.928, 1535.23, 20.928, 1535.23, 20.928
5436, 900.00000, 1535.23, 20.928, 1535.23, 20.928, 1535.23, 20.928
5436, 1800.00000, 1535.23, 20.928, 1535.23, 20.928, 1535.23, 20.928
5436, 2700.00000, 1674.01, 21.2724, 1674.01, 21.2724, 1674.01, 21.2724
5437, 0.00000, 1673.98, 21.2743, 1673.98, 21.2743, 1673.98, 21.2743
5437, 900.00000, 1673.98, 21.2743, 1673.98, 21.2743, 1673.98, 21.2743
5437, 1800.00000, 1392.46, 20.7226, 1392.46, 20.7226, 1392.46, 20.7226
5437, 2700.00000, 1392.36, 20.6975, 1392.36, 20.6975, 1392.36, 20.6975
5438, 0.00000, 1392.35, 20.6969, 1392.35, 20.6969, 1392.35, 20.6969
5438, 900.00000, 1392.35, 20.6969, 1392.35, 20.6969, 1392.35, 20.6969
5438, 1800.00000, 1392.35, 20.6969, 1392.35, 20.6969, 1392.35, 20.6969
5438, 2700.00000, 1127.23, 19.983, 1127.23, 19.983, 1127.23, 19.983
5439, 0.00000, 1127.15, 19.9818, 1127.15, 19.9818, 1127.15, 19.9818
5439, 900.00000, 1127.15, 19.9818, 1127.15, 19.9818, 1127.15, 19.9818
5439, 1800.00000, 1027.34, 19.6293, 1027.34, 19.6293, 1027.34, 19.6293
5439, 2700.00000, 1027.32, 19.629, 1027.32, 19.629, 1027.32, 19.629
5440, 0.00000, 1027.32, 19.629, 1027.32, 19.629, 1027.32, 19.629
5440, 900.00000, 1027.32, 19.629, 1027.32, 19.629, 1027.32, 19.629
5440, 1800.00000, 1027.32, 19.629, 1027.32, 19.629, 1027.32, 19.629
5440, 2700.00000, 760.447, 18.7966, 760.447, 18.7966, 760.448, 18.7966
5441, 0.00000, 760.436, 18.7963, 760.436, 18.7963, 760.436, 18.7963
5441, 900.00000, 760.436, 18.7963, 760.436, 18.7963, 760.436, 18.7963
5441, 1800.00000, 472.769, 17.7819, 472.769, 17.7819, 472.769, 17.7819
5441, 2700.00000, 472.757, 17.782, 472.757, 17.782, 472.757, 17.782
5442, 0.00000, 472.757, 17.782, 472.757, 17.782, 472.757, 17.782
5442, 900.00000, 472.757, 17.782, 472.757, 17.782, 472.757, 17.782
5442, 1800.00000, 472.757, 17.782, 472.757, 17.782, 472.757, 17.782
5442, 2700.00000, 348.335, 17.1406, 348.335, 17.1406, 348.335, 17.1406
5443, 0.00000, 348.339, 17.141, 348.339, 17.141, 348.339, 17.141
5443, 900.00000, 348.339, 17.141, 348.339, 17.141, 348.339, 17.141
5443, 1800.00000, 123.671, 13.7264, 123.671, 13.7264, 123.671, 13.7264
5443, 2700.00000, 123.692, 13.7271, 123.692, 13.7271, 123.692, 13.7271
5444, 0.00000, 123.692, 13.7271, 123.692, 13.7271, 123.692, 13.7271
5444, 900.00000, 123.692, 13.7271, 123.692, 13.7271, 123.692, 13.7271
5444, 1800.00000, 123.692, 13.7271, 123.692, 13.7271, 123.692, 13.7271
5444, 2700.00000, 71.8431, 10.1501, 71.8431, 10.1501, 71.8431, 10.1501
5445, 0.00000, 71.8484, 10.1503, 71.8484, 10.1503, 71.8484, 10.1503
5445, 900.00000, 71.8484, 10.1503, 71.8484, 10.1503, 71.8484, 10.1503
5445, 1800.00000, 73.9956, 10.1885, 73.9956, 10.1885, 73.9956, 10.1885
5445, 2700.00000, 73.9935, 10.1862, 73.9935, 10.1862, 73.9935, 10.1862
5446, 0.00000, 73.9935, 10.1862, 73.9935, 10.1862, 73.9935, 10.1862
5446, 900.00000, 73.9935, 10.1862, 73.9935, 10.1862, 73.9935, 10.1862
5446, 1800.00000, 73.9935, 10.1862, 73.9935, 10.1862, 73.9935, 10.1862
5446, 2700.00000, 74.2751, 10.1851, 74.2751, 10.1851, 74.2751, 10.1851
5447, 0.00000, 74.2748, 10.1848, 74.2748, 10.1848, 74.2748, 10.1848
5447, 900.00000, 74.2748, 10.1848, 74.2748, 10.1848, 74.2748, 10.1848
5447, 1800.00000, 73.778, 10.1645, 73.778, 10.1645, 73.778, 10.1645
5447, 2700.00000, 73.7784, 10.165, 73.7784, 10.165, 73.7784, 10.165
5448, 0.00000, 73.7784, 10.165, 73.7784, 10.165, 73.7784, 10.165
5448, 900.00000, 73.7784, 10.165, 73.7784, 10.165, 73.7784, 10.165
5448, 1800.00000, 73.7784, 10.165, 73.7784, 10.165, 73.7784, 10.165
5448, 2700.00000, 74.2029, 10.1698, 74.2029, 10.1698, 74.2029, 10.1698
5449, 0.00000, 74.2025, 10.1693, 74.2025, 10.1693, 74.2025, 10.1693
5449, 900.00000, 74.2025, 10.1693, 74.2025, 10.1693, 74.2025, 10.1693
5449, 1800.00000, 79.7111, 10.8365, 79.7111, 10.8365, 79.7111, 10.8365
5449, 2700.00000, 79.7065, 10.8292, 79.7065, 10.8292, 79.7065, 10.8292
5450, 0.00000, 79.7065, 10.8292, 79.7065, 10.8292, 79.7065, 10.8292
5450, 900.00000, 79.7065, 10.8292, 79.7065, 10.8292, 79.7065, 10.8292
5450, 1800.00000, 79.7065, 10.8292, 79.7065, 10.8292, 79.7065, 10.8292
5450, 2700.00000, 78.2387, 10.7773, 78.2387, 10.7773, 78.2387, 10.7773
5451, 0.00000, 78.2401, 10.7789, 78.2401, 10.7789, 78.2401, 10.7789
5451, 900.00000, 78.2401, 10.7789, 78.2401, 10.7789, 78.2401, 10.7789
5451, 1800.00000, 142.825, 14.4312, 142.825, 14.4312, 142.825, 14.4312
5451, 2700.00000, 142.817, 14.4309, 142.817, 14.4309, 142.817, 14.4309
5452, 0.00000, 142.817, 14.4309, 142.817, 14.4309, 142.817, 14.4309
5452, 900.00000, 142.817, 14.4309, 142.817, 14.4309, 142.817, 14.4309
5452, 1800.00000, 142.817, 14.4309, 142.817, 14.4309, 142.817, 14.4309
5452, 2700.00000, 167.352, 15.1124, 167.352, 15.1124, 167.352, 15.1124
5453, 0.00000, 167.341, 15.1029, 167.341, 15.1029, 167.341, 15.1029
5453, 900.00000, 167.341, 15.1029, 167.341, 15.1029, 167.341, 15.1029
5453, 1800.00000, 178.306, 15.2742, 178.306, 15.2742, 178.306, 15.2742
5453, 2700.00000, 178.303, 15.2705, 178.303, 15.2705, 178.303, 15.2705
5454, 0.00000, 178.303, 15.2705, 178.303, 15.2705, 178.303, 15.2705
5454, 900.00000, 178.303, 15.2705, 178.303, 15.2705, 178.303, 15.2705
5454, 1800.00000, 178.303, 15.2705, 178.303, 15.2705, 178.303, 15.2705
5454, 2700.00000, 183.403, 15.3733, 183.403, 15.3733, 183.403, 15.3733
5455, 0.00000, 183.401, 15.3714, 183.401, 15.3714, 183.401, 15.3714
5455, 900.00000, 183.401, 15.3714, 183.401, 15.3714, 183.401, 15.3714
5455, 1800.00000, 144.692, 14.3524, 144.692, 14.3524, 144.692, 14.3524
5455, 2700.00000, 144.699, 14.3525, 144.699, 14.3525, 144.699, 14.3525
5456, 0.00000, 144.699, 14.3524, 144.699, 14.3524, 144.699, 14.3524
5456, 900.00000, 144.699, 14.3524, 144.699, 14.3524, 144.699, 14.3524
5456, 1800.00000, 144.699, 14.3524, 144.699, 14.3524, 144.699, 14.3524
5456, 2700.00000, 100.028, 12.3016, 100.028, 12.3016, 100.028, 12.3016
5457, 0.00000, 100.033, 12.3017, 100.033, 12.3017, 100.033, 12.3017
5457, 900.00000, 100.033, 12.3017, 100.033, 12.3017, 100.033, 12.3017
5457, 1800.00000, 105.765, 12.689, 105.765, 12.689, 105.765, 12.689
5457, 2700.00000, 105.76, 12.684, 105.76, 12.684, 105.76, 12.684
5458, 0.00000, 105.76, 12.684, 105.76, 12.684, 105.76, 12.684
5458, 900.00000, 105.76, 12.684, 105.76, 12.684, 105.76, 12.684
5458, 1800.00000, 105.76, 12.684, 105.76, 12.684, 105.76, 12.684
5458, 2700.00000, 136.458, 14.0867, 136.458, 14.0867, 136.458, 14.0867
5459, 0.00000, 136.44, 14.0684, 136.44, 14.0684, 136.44, 14.0684
5459, 900.00000, 136.439, 14.0685, 136.439, 14.0685, 136.439, 14.0685
5459, 1800.00000, 116.127, 13.2169, 116.127, 13.2169, 116.127, 13.2169
5459, 2700.00000, 116.142, 13.2326, 116.142, 13.2326, 116.142, 13.2326
5460, 0.00000, 116.142, 13.2326, 116.142, 13.2326, 116.142, 13.2326
5460, 900.00000, 116.142, 13.2326, 116.142, 13.2326, 116.142, 13.2326
5460, 1800.00000, 116.142, 13.2326, 116.142, 13.2326, 116.142, 13.2326
5460, 2700.00000, 118.999, 13.3749, 118.999, 13.3749, 118.999, 13.3749
5461, 0.00000, 118.997, 13.3727, 118.997, 13.3727, 118.997, 13.3727
5461, 900.00000, 118.997, 13.3727, 118.997, 13.3727, 118.997, 13.3727
5461, 1800.00000, 98.3173, 12.2041, 98.3173, 12.2041, 98.3173, 12.2041
5461, 2700.00000, 98.3348, 12.2235, 98.3348, 12.2235, 98.3348, 12.2235
5462, 0.00000, 98.3348, 12.2234, 98.3348, 12.2234, 98.3348, 12.2234
5462, 900.00000, 98.3348, 12.2234, 98.3348, 12.2234, 98.3348, 12.2234
5462, 1800.00000, 98.3348, 12.2234, 98.3348, 12.2234, 98.3348, 12.2234
5462, 2700.00000, 83.4676, 11.2313, 83.4676, 11.2313, 83.4676, 11.2313
5463, 0.00000, 83.4816, 11.2485, 83.4816, 11.2485, 83.4816, 11.2485
5463, 900.00000, 83.4816, 11.2484, 83.4816, 11.2484, 83.4816, 11.2484
5463, 1800.00000, 82.0245, 11.1107, 82.0245, 11.1107, 82.0245, 11.1107
5463, 2700.00000, 82.0258, 11.1125, 82.0258, 11.1125, 82.0258, 11.1125
5464, 0.00000, 82.0258, 11.1125, 82.0258, 11.1125, 82.0258, 11.1125
5464, 900.00000, 82.0258, 11.1125, 82.0258, 11.1125, 82.0258, 11.1125
5464, 1800.00000, 82.0258, 11.1125, 82.0258, 11.1125, 82.0258, 11.1125
5464, 2700.00000, 82.2466, 11.1828, 82.2466, 11.1828, 82.2466, 11.1828
5465, 0.00000, 82.2465, 11.1824, 82.2465, 11.1824, 82.2465, 11.1824
5465, 900.00000, 82.2465, 11.1824, 82.2465, 11.1824, 82.2465, 11.1824
5465, 1800.00000, 81.3924, 11.2114, 81.3924, 11.2114, 81.3924, 11.2114
5465, 2700.00000, 81.3934, 11.2121, 81.3934, 11.2121, 81.3934, 11.2121
5466, 0.00000, 81.3934, 11.2121, 81.3934, 11.2121, 81.3934, 11.2121
5466, 900.00000, 81.3934, 11.2121, 81.3934, 11.2121, 81.3934, 11.2121
5466, 1800.00000, 81.3934, 11.2121, 81.3934, 11.2121, 81.3934, 11.2121
5466, 2700.00000, 140.821, 14.3516, 140.821, 14.3516, 140.821, 14.3516
5467, 0.00000, 140.814, 14.3513, 140.814, 14.3513, 140.814, 14.3513
5467, 900.00000, 140.814, 14.3513, 140.814, 14.3513, 140.814, 14.3513
5467, 1800.00000, 166.723, 15.1872, 166.723, 15.1872, 166.723, 15.1872
5467, 2700.00000, 166.712, 15.1737, 166.712, 15.1737, 166.712, 15.1737
5468, 0.00000, 166.712, 15.1737, 166.712, 15.1737, 166.712, 15.1737
5468, 900.00000, 166.712, 15.1737, 166.712, 15.1737, 166.712, 15.1737
5468, 1800.00000, 166.712, 15.1737, 166.712, 15.1737, 166.712, 15.1737
5468, 2700.00000, 163.028, 15.0763, 163.028, 15.0763, 163.028, 15.0763
5469, 0.00000, 163.03, 15.0779, 163.03, 15.0779, 163.03, 15.0779
5469, 900.00000, 163.03, 15.0779, 163.03, 15.0779, 163.03, 15.0779
5469, 1800.00000, 160.939, 15.0518, 160.939, 15.0518, 160.939, 15.0518
5469, 2700.00000, 160.94, 15.0526, 160.94, 15.0526, 160.94, 15.0526
5470, 0.00000, 160.94, 15.0526, 160.94, 15.0526, 160.94, 15.0526
5470, 900.00000, 160.94, 15.0526, 160.94, 15.0526, 160.94, 15.0526
5470, 1800.00000, 160.94, 15.0526, 160.94, 15.0526, 160.94, 15.0526
5470, 2700.00000, 144.699, 14.547, 144.699, 14.547, 144.699, 14.547
5471, 0.00000, 144.704, 14.5469, 144.704, 14.5469, 144.704, 14.5469
5471, 900.00000, 144.704, 14.5469, 144.704, 14.5469, 144.704, 14.5469
5471, 1800.00000, 217.581, 16.065, 217.581, 16.065, 217.581, 16.065
5471, 2700.00000, 217.564, 16.0438, 217.564, 16.0438, 217.564, 16.0438
5472, 0.00000, 217.564, 16.0438, 217.564, 16.0438, 217.564, 16.0438
5472, 900.00000, 217.564, 16.0438, 217.564, 16.0438, 217.564, 16.0438
5472, 1800.00000, 217.564, 16.0438, 217.564, 16.0438, 217.564, 16.0438
5472, 2700.00000, 280.723, 16.8259, 280.723, 16.8259, 280.723, 16.8259
5473, 0.00000, 280.747, 16.8161, 280.747, 16.8161, 280.747, 16.8161
5473, 900.00000, 280.746, 16.8161, 280.746, 16.8161, 280.746, 16.8161
5473, 1800.00000, 396.782, 17.757, 396.782, 17.757, 396.782, 17.757
5473, 2700.00000, 396.788, 17.7569, 396.788, 17.7569, 396.788, 17.7569
5474, 0.00000, 396.788, 17.7569, 396.788, 17.7569, 396.788, 17.7569
5474, 900.00000, 396.788, 17.7569, 396.788, 17.7569, 396.788, 17.7569
5474, 1800.00000, 396.788, 17.7569, 396.788, 17.7569, 396.788, 17.7569
5474, 2700.00000, 355.271, 17.4815, 355.271, 17.4815, 355.271, 17.4815
5475, 0.00000, 355.242, 17.4855, 355.242, 17.4855, 355.242, 17.4855
5475, 900.00000, 355.242, 17.4855, 355.242, 17.4855, 355.242, 17.4855
5475, 1800.00000, 345.066, 17.3479, 345.066, 17.3479, 345.066, 17.3479
5475, 2700.00000, 345.057, 17.3492, 345.057, 17.3492, 345.057, 17.3492
5476, 0.00000, 345.057, 17.3492, 345.057, 17.3492, 345.057, 17.3492
5476, 900.00000, 345.057, 17.3492, 345.057, 17.3492, 345.057, 17.3492
5476, 1800.00000, 345.057, 17.3492, 345.057, 17.3492, 345.057, 17.3492
5476, 2700.00000, 263.191, 16.652, 263.191, 16.652, 263.191, 16.652
5477, 0.00000, 263.197, 16.6523, 263.197, 16.6523, 263.197, 16.6523
5477, 900.00000, 263.197, 16.6523, 263.197, 16.6523, 263.197, 16.6523
5477, 1800.00000, 232.59, 16.1903, 232.59, 16.1903, 232.59, 16.1903
5477, 2700.00000, 232.582, 16.1947, 232.582, 16.1947, 232.582, 16.1947
5478, 0.00000, 232.582, 16.1947, 232.582, 16.1947, 232.582, 16.1947
5478, 900.00000, 232.582, 16.1947, 232.582, 16.1947, 232.582, 16.1947
5478, 1800.00000, 232.582, 16.1947, 232.582, 16.1947, 232.582, 16.1947
5478, 2700.00000, 349.141, 17.3435, 349.141, 17.3435, 349.141, 17.3435
